id,time,px,py,pz,dest_px,dest_py,dest_pz
0,0.0,1.9993751301974831,1.023295653107734,1.009043886693834,1.7444028110708742,1.6224683562881992,1.2416559543848398
0,0.1,1.9979181418909975,1.0465524882150492,1.0180727033831551,1.7444028110708742,1.6224683562881992,1.2416559543848398
0,0.2,1.9956313759022586,1.069741464590221,1.0270751758149508,1.7444028110708742,1.6224683562881992,1.2416559543848398
0,0.30000000000000004,1.9906480203625692,1.1160420722321993,1.045050093600394,1.7444028110708742,1.6224683562881992,1.2416559543848398
0,0.4,1.9831885606914885,1.1620526351271399,1.062912409613471,1.7444028110708742,1.6224683562881992,1.2416559543848398
0,0.5,1.9756340028617463,1.1946384722569388,1.0885898332090884,1.7444028110708742,1.6224683562881992,1.2416559543848398
0,0.6000000000000001,1.967723514181552,1.2148706084000487,1.1221062667249309,1.7444028110708742,1.6224683562881992,1.2416559543848398
0,0.7000000000000001,1.959208517152838,1.2238858112878273,1.1633525288459152,1.7444028110708742,1.6224683562881992,1.2416559543848398
0,0.8,1.9497227262681787,1.2236398062498468,1.2119249423174003,1.7444028110708742,1.6224683562881992,1.2416559543848398
0,0.9,1.9367359378044313,1.2283540379979383,1.2593857159231128,1.7444028110708742,1.6224683562881992,1.2416559543848398
0,1.0,1.92041118440725,1.2380711875629933,1.3050523412431974,1.7444028110708742,1.6224683562881992,1.2416559543848398
0,1.1,1.9009637816664704,1.2527787198247196,1.3482235565996807,1.7444028110708742,1.6224683562881992,1.2416559543848398
0,1.2000000000000002,1.8788053299677208,1.2716371574840244,1.3883398989065876,1.7444028110708742,1.6224683562881992,1.2416559543848398
0,1.3,1.8542423224349032,1.294532393919355,1.4247531105197706,1.7444028110708742,1.6224683562881992,1.2416559543848398
0,1.4000000000000001,1.8276445571585525,1.3212731795664885,1.4568190621067885,1.7444028110708742,1.6224683562881992,1.2416559543848398
0,1.5,1.799292288481217,1.3510929926625783,1.4845148090873241,1.7444028110708742,1.6224683562881992,1.2416559543848398
0,1.6,1.7696326211454845,1.3837070520178416,1.507272038504632,1.7444028110708742,1.6224683562881992,1.2416559543848398
0,1.7000000000000002,1.7391769785702296,1.418732905878764,1.524576026862528,1.7444028110708742,1.6224683562881992,1.2416559543848398
0,1.8,1.7081741431481885,1.4553966995703624,1.5366520610906758,1.7444028110708742,1.6224683562881992,1.2416559543848398
0,1.9000000000000001,1.6769786274629892,1.4934598551145322,1.5432152287685628,1.7444028110708742,1.6224683562881992,1.2416559543848398
0,2.0,1.6461735434266462,1.5323592396477375,1.5440106852767188,1.7444028110708742,1.6224683562881992,1.2416559543848398
0,2.1,1.615889193759248,1.5713554571045132,1.5395628380428101,1.7444028110708742,1.6224683562881992,1.2416559543848398
0,2.2,1.5864682630271028,1.6100926368680408,1.5298381690895386,1.7444028110708742,1.6224683562881992,1.2416559543848398
0,2.3000000000000003,1.5704276904134429,1.6296026461192872,1.5262564683087958,1.7444028110708742,1.6224683562881992,1.2416559543848398
0,2.4000000000000004,1.5548136536129042,1.6486652371084105,1.5203573282002023,1.7444028110708742,1.6224683562881992,1.2416559543848398
0,2.5,1.5519535211353672,1.648519696008203,1.5235708692736802,1.7444028110708742,1.6224683562881992,1.2416559543848398
0,2.6,1.5491125484756172,1.6483669697233096,1.5267380901925214,1.7444028110708742,1.6224683562881992,1.2416559543848398
0,2.7,1.5462940163661298,1.648201375603226,1.529863694111628,1.7444028110708742,1.6224683562881992,1.2416559543848398
0,2.8000000000000003,1.543493484611819,1.6480289716512546,1.5329459203246543,1.7444028110708742,1.6224683562881992,1.2416559543848398
0,2.9000000000000004,1.5407139716938694,1.6478445520671046,1.5359890408697248,1.7444028110708742,1.6224683562881992,1.2416559543848398
0,3.0,1.5379514218351171,1.6476536656740797,1.5389914123443555,1.7444028110708742,1.6224683562881992,1.2416559543848398
0,3.1,1.5383707138034732,1.656827671089606,1.5271476211445536,1.7444028110708742,1.6224683562881992,1.2416559543848398
0,3.2,1.5541194163658711,1.6560121980347178,1.5104402638999341,1.7444028110708742,1.6224683562881992,1.2416559543848398
0,3.3000000000000003,1.5591898369149138,1.6736847903655807,1.4807978014721264,1.7444028110708742,1.6224683562881992,1.2416559543848398
0,3.4000000000000004,1.5667829759556657,1.6901984602839484,1.4472831969614606,1.7444028110708742,1.6224683562881992,1.2416559543848398
